순위,영화명,개봉일,매출액,관객수,스크린수,상영횟수,대표국적,국적,배급사,장르,러닝타임,평점,감독,tmdb_id,genres,cast,poster_url
179,타짜-신의 손,2014-09-03,"32,373,120,927","4,015,361",890,"80,584",한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",드라마,147분,7.77,강형철,290865.0,"범죄, 드라마","최승현, 신세경, 곽도원, 이하늬, 유해진, 김윤석, 이경영, 김인권, 고수희, 박효주, 고준, 이동휘, 김원해, 이준혁, 안재홍, 오정세, 김민상, 한준우, 김준호, Jo Kyung-hyun, Son Sang-kyung, 박수영, 임정은, Jung Yoon-suk, 박민수, 이동용, Ha Sung-kwang, Song Jae-ryong, 곽자형, 김대명, Kim Chul-moo, 윤경호, Park Il-mok, 상우, 배유람, Dawon Jung, Cha Seung-ho, Moon Kyeong-tae, Kim Do-gyoon, 소희정, Kim Yi Jae, 강지원, Lee Kyeong-joon, Lee Sang-il, Kim Hyeong-joon, Bae Jin-woong, Kim Won-yeon, Yoon Jong-goo, 김주헌, James Steele, 이성욱, 김종태, Im Jae-hyeok, Han Gab-soo, 곽수정, Kim Re-ah, Kwon Hyuk, 정재성, 최종률, Lee Seung-heon, No Yoon-jeong, Cho Joon, Jo Yeong-joon, Kim Song-il, Hwang Doo-ha, 이창호, Im So-mi, Kang Kyung-don, Kim Yoon-jeong, Lee Seung-hoon, Lee Won-ho, Jun Hee-ryeon, Baek Seung-chan, Yeon Jeong-heum, Jang Dae-woong, Lee Seon-woo, Kim Yoon-seop, Jo Kyeong-soo, Son Na-ja, Cha Hyeon-ho, Lee Seung-won, Yoon Ji-hwan, Hwang Hyeon-seo, Cho Yeon-woo, Kim Dae-han, Kim Ji-soo, Han Dae-yeon, Lee Hyo-seong, Hong Seung-cheol, Woo Min-ho, Kim Jang-mi, Lee Yeong-min, Moon Do-seon, Kim Cho-in, Hong Seok-jo, Lee Jin-seong, Yang Do-hyun, Kim Do-yeop, Kim Chae-yeon, Israel Torres Pineda, Eric Michel Gonzalez, Vicente Sayel Cortes Berrueta, 김새벽, 정한빈, Bae Hyeon-kyeong, 이준익, 오연수, 여진구, 차태현, 천우희, 이규호",https://image.tmdb.org/t/p/w500/pqvIcZWo1syeTXBMVGNqerJ32Co.jpg
180,혹성탈출: 반격의 서막,2014-07-10,"31,514,053,095","4,002,560",956,"72,881",미국,미국,이십세기폭스코리아(주),액션,130분,8.43,맷 리브스,119450.0,"SF, 액션, 드라마, 스릴러","앤디 서키스, 제이슨 클라크, Toby Kebbell, 게리 올드만, 케리 러셀, 코디 스밋맥피, Nick Thurston, 케린 코너벌, Terry Notary, Doc Shaw, 주디 그리어, Lee Ross, Richard King, Scott Lang, Kirk Acevedo, Jon Eyez, 엔리케 무르시아노, Keir O'Donnell, 케빈 랭킨, 조코 심즈, Al Vicente, Matthew James, Deneen Tyler, Mustafa Harris, Lombardo Boyar, Mike Seal, J.D. 에버모어, Chase Boltin, Michael Papajohn, Thomas Rosales Jr., Carol Sutton, Christopher Berry, Sergio Kato, 마이클 블룸버그, John L. Armijo, Joe Bravo, Steve D'Assis, Mike R. Moreau, Jazzy Ellis, Lucky Johnson, Allyson Leigh Jordan, Angela Kerecz, Bobby Kerecz, Anthony A. Kung, John R Mangus, John Parsons, Mel Powell, Carl Joseph Schreiber, Timothy Wyant, Lynnanne Zager, 버락 오바마",https://image.tmdb.org/t/p/w500/39kIGCP0mvRc9IZC1oJuIaJOaAb.jpg
181,쿵푸팬더 3,2016-01-28,"31,340,813,156","3,984,814","1,365","97,405",미국,미국,(주)씨제이이엔엠,애니메이션,95분,8.78,여인영,140300.0,"액션, 모험, 애니메이션, 코미디, 가족","잭 블랙, 브라이언 크랜스턴, 더스틴 호프만, 안젤리나 졸리, J.K. 시몬스, 성룡, 세스 로건, 루시 리우, David Cross, 케이트 허드슨, 제임스 홍, Randall Duk Kim, Steele Gagnon, Liam Knight, 웨인 나이트, Barbara Dirickson, Al Roker, Willie Geist, Fred Tatasciore, Pax Jolie-Pitt, Kelly Cooney Cilella, Stephen Kearin, 믹 윙거트, Ming Tsai, April Hong, Knox Jolie-Pitt, Zahara Jolie-Pitt, Shiloh Jolie, 장클로드 반담, Radzi Chinyanganya, Lindsey Russell, Joseph Izzo, Lena Golia, Gus Culligan, Mike Mitchell",https://image.tmdb.org/t/p/w500/vMaqgPgMhO1XvwzoEAurUKVQJNV.jpg
182,캡틴 아메리카: 윈터 솔져,2014-03-26,"31,728,426,385","3,964,965","1,106","110,158",미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)",액션,136분,8.83,조 루소,100402.0,"액션, 모험, SF","크리스 에반스, 사무엘 L. 잭슨, 스칼렛 요한슨, 로버트 레드포드, 세바스찬 스탠, 앤서니 매키, 코비 스멀더스, 프랭크 그릴로, Maximiliano Hernández, 에밀리 밴캠프, 헤일리 앳웰, 토비 존스, 스탠 리, Callan Mulvey, Jenny Agutter, Bernard White, Alan Dale, 친 한, Garry Shandling, Georges St-Pierre, Salvator Xuereb, Brian Duffy, Zack Duhame, Adetokumboh M'Cormack, Christopher George Sarris, Aaron Himelstein, Allan Chanes, 조 루소, Christopher Markus, 스티븐 맥필리, Pat Healy, 에드 브루베이커, D.C. Pierson, 대니 푸디, Bernie Zilinskas, Branka Katić, Angela Russo-Otstot, Jon Sklaroff, Chad Todhunter, 애비게일 말로, Jeremy Maxwell, Emerson Brooks, Evan Parke, Ricardo Chacon, Griffin M. Allen, Ann Russo, Joe Rosalina, Michael Debeljak, Eddie J. Fernandez, Jody Hart, Steven Culp, Derek Hughes, Wendy Hoopes, Ethan Rains, Dominic Rains, Charles Wittman, Andy Martinez, Jr., Michael De Geus, Terence O'Rourke, Anne Grimenstein, Dante Rosalina, Robert Clotworthy, June Christopher, 게리 시나이즈, Henry Goodman, Dean Barlage, Joel Thingvall, 토마스 크레치만, 엘리자베스 올슨, Nestor Serrano, 에런 테일러존슨, 조스 웨던",https://image.tmdb.org/t/p/w500/qBuAglXtjBW9JBpIJ3W40nY58Am.jpg
183,매드 맥스: 분노의 도로,2015-05-14,"34,094,583,006","3,950,169",799,"106,787",미국,"미국,호주",워너브러더스 코리아(주),액션,120분,8.9,조지 밀러,76341.0,"액션, 모험, SF","톰 하디, 샤를리즈 테론, 니콜라스 홀트, 휴 키스 -번, 조쉬 헬먼, 네이선 존스, 조이 크래비츠, 로지 헌팅턴 휘틀리, 라일리 키오, 애비 리, 코트니 이튼, 존 하워드, 리차드 카터, 아이오타, 앵거스 샘슨, 제니퍼 헤이건, 메간 게일, 멜리사 자퍼, 멜리타 주리식, 질리언 존스, 조이 스미더스, 안토이네트 켈러만, 크리스티나 코크, 존 아일즈, 쿠엔틴 케니한, 코코 잭 질리스, 크리스 패튼, Stephen Dunlevy, Richard Norton, Vincent Roxburgh, John Walton, Ben Smith-Petersen, Russ McCarroll, Judd Wild, Elizabeth Cunico, Greg Van Borssum, Robert Jones, Sebastian Dickins, Darren Mitchell, Crusoe Kurddal, Shyan Tonga, Cass Cumerford, Albert Lee, Riley Paton, Ripley Voeten, Maycn Van Borssum, Hunter Stratton Boland, Nathan Jenkins, Fletcher Gill, Whiley Toll, Ferdinand Hengombe, Gadaffi Davsab, Noddy Alfred, Jackson Hengombe, Christian Fane, Callum Gallagher, Abel Hofflin, Lee Perry, Hiroshi Kasuga",https://image.tmdb.org/t/p/w500/cadVm6gKYYukmPysHGCwrawUHHa.jpg
184,너의 이름은.,2017-01-04,"31,970,488,487","3,928,146",947,"94,475",일본,일본,플러스엠 엔터테인먼트,애니메이션,106분,9.01,신카이 마코토,627611.0,음악,"노다 요지로, 桑原彰, Hirofumi Kurita, 武田祐介, 山口智史",https://image.tmdb.org/t/p/w500/5DDNc7zxPS7w5IQEdJwaGl76LL0.jpg
185,캐리비안의 해적 : 망자의 함,2006-07-06,"23,832,939,000","3,911,617",456,"49,648",미국,미국,브에나비스타인터내셔널코리아,판타지,143분,8.91,고어 버빈스키,58.0,"모험, 판타지, 액션","조니 뎁, 올랜도 블룸, 키이라 나이틀리, 스텔란 스카스가드, 빌 나이, Jack Davenport, Kevin McNally, 조너선 프라이스, Lee Arenberg, 매켄지 크룩, 톰 홀랜더, 나오미 해리스, Alex Norton, David Bailie, Martin Klebba, 데이비드 쇼필드, Lauren Maher, Nej Adamson, Jimmy Roussounis, Moray Treadwell, San Shella, Jim Cody Williams, Michael Miranda, Luke de Woolfson, Derrick O'Connor, Georges Trillat, Israel Aduramo, Gerry O'Brien, Dermot Keaney, Clive Ashborn, Robbie Gee, Neil Panlasigui, Matthew Bowyer, Max Baker, Steve Speirs, John Boswall, Winston Ellis, Christopher Adamson, Andy Beckwith, Jonathan Linsley, Sylver, Reggie Lee, Vanessa Branch, Jonathan Kite, Ho-Kwan Tse, Peter Donald Badalamenti II, Christopher S. Capp, Donald Dowd, Barry McEvoy, Claudia Adams, Filip Cvijetic, Michael Enright, 제프리 러쉬, Simon Meacock, Natsuko Ohama, Josie Dapar, David Sterne, David Keyes, Anthony Patricio, Hernando ""Sweepy"" Molina",https://image.tmdb.org/t/p/w500/6tD4oT7C01aZLVfoZDz5VFVbJCi.jpg
186,박수건달,2013-01-09,"28,379,548,569","3,897,969",603,"60,604",한국,한국,(주)쇼박스,코미디,127분,8.13,조진규,181647.0,"코미디, 범죄","박신양, 김정태, 엄지원, 정혜영, 김성균, 최일화, Choi Ji-ho, 박정자, Park Se-jin, 조진웅, 이영석",https://image.tmdb.org/t/p/w500/9NfnFEzUvayN9fEK0DixKr3ipEh.jpg
187,베놈,2018-10-03,"34,100,211,207","3,888,096","1,308","116,149",미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,액션,107분,8.24,루벤 플레셔,335983.0,"SF, 액션","톰 하디, 미셸 윌리엄스, 리즈 아메드, Scott Haze, 리드 스콧, 제니 슬레이트, Melora Walters, 우디 해럴슨, Peggy Lu, Malcolm C. Murray, Sope Aluko, Wayne Pére, Michelle Lee, Kurt Yue, Chris O'Hara, Emilio Rivera, Amelia Young, Ariadne Joseph, Deen Brooksher, David Jones, 로저 유언, Woon Young Park, Patrick Chundah Chu, Vickie Eng, Mac Brandt, Nick Thune, Michael Dennis Hill, Sam Medina, Scott Deckert, Lauren Richards, Jared Bankens, Lucas Fleischer, Michael Burgess, Diesel Madkins, Otis Winston, Zeva DuVall, Selena Anduze, Brittany L. Smith, Jordan Foster, Jane McNeill, Victor McCay, Elizabeth Becka, Ron Prather, Marcia White, Javier Vazquez Jr., Ellen Gerstein, Martin Bats Bradford, Steven Teuchert, Al-Jaleel Knox, Brandon Morales, Matthew Cornwell, David Fleischer, DJames Jones, Angela Davis, 스탠 리, Wade Williams, 론 시퍼스 존스, Christian Convery, Boston Rush Freeman, 셔믹 무어, 제이크 존슨",https://image.tmdb.org/t/p/w500/x4ojC59pYfPlAP4mmy2LSkCCuK2.jpg
188,조선명탐정 : 사라진 놉의 딸,2015-02-11,"30,456,879,428","3,872,015",825,"80,499",한국,한국,(주)쇼박스,코미디,125분,8.07,김석윤,328716.0,"액션, 미스터리, 코미디","김명민, 오달수, 이연희, 정원중, Hwang Chae-won, 황정민, 우현, 최무성, 조관우, 김원해, 이채은, Hyeon-jin",https://image.tmdb.org/t/p/w500/92J1XLRn2TVBJT1KosWvSlOMmqi.jpg
189,소방관,2024-12-04,"36,285,456,670","3,855,122","1,594","162,904",한국,한국,(주)바이포엠스튜디오,드라마,106분,8.13,곽경택,645985.0,드라마,"주원, 곽도원, 유재명, 이유영, 김민재, 오대환, 이준혁, 장영남, 황성준, 허진, 홍상표, 서민주, 한재웅, 곽영신, 허승, Lee Min-seong, 이용이, Jung Jong-joon, Jeong Gi-seop, 김미화, 유성주",https://image.tmdb.org/t/p/w500/5IOZuOmGvHMtRDIg9oTSeFN0qHH.jpg
190,역린,2014-04-30,"29,895,031,890","3,849,700","1,054","83,304",한국,한국,롯데쇼핑㈜롯데엔터테인먼트,드라마,135분,7.43,이재규,269340.0,"액션, 역사","현빈, 정재영, 조정석, 조재현, 한지민, 김성령, 박성웅, 정은채, 송영창, 이도경, 서이숙, 김민재, 김대명, Kim Joo-wan, Yu Eun-mi, 성유빈, 구승현, 이다인, 손민석, 안상태, Oh Jin-ha, Jung Won-chang, 윤병희, 고보결, Kim Yeon-soo, 이새로미",https://image.tmdb.org/t/p/w500/yez6mPmyiqs8Vqk2Bbghbmh8cRG.jpg
191,콘크리트 유토피아,2023-08-09,"37,413,826,232","3,849,344","1,731","150,920",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트,드라마,130분,8.19,엄태화,729854.0,"스릴러, SF, 모험, 액션","이병헌, 박서준, 박보영, 김선영, 박지후, 김도윤, 이서환, 강애심, 이효제, Kim Shi-un, Kim Byeong-soon, 이선희, 권은성, 곽자형, Choi Young-do, Kim Yong-jun, 김학선, 공민정, 엄태구, Jung Young-ki, Oh Hee-jun, 김준배, 남진복, Byun Jin-su, Kwak Min-kyu, Kim He-sang, 손민석, Jeon Yeong, Jeong Eun-gyeong, Bae Ki-beom, 주인영, Na Chul, 박경찬, Hong Seung-gyun, 박종환, Byun Joong-hee, 김예은, Baek Seung-jin, Jang Sun, Yang Hee-won, Kim He-sang",https://image.tmdb.org/t/p/w500/aKApVX9hc5otPxa3Jbf27sW6tsi.jpg
192,남한산성,2017-10-03,"31,225,655,792","3,849,159","1,229","71,117",한국,한국,(주)씨제이이엔엠,드라마,139분,8.17,황동혁,437081.0,"전쟁, 드라마, 역사, 액션","이병헌, 김윤석, 박해일, 고수, 박희순, 송영창, 조우진, 이다윗, 허성태, 김법래, Jo A-in, 진선규, 유순웅, 박지일, 최종률, 문창길, Cho Ah-in, 이상희, 김서현, Ha Soo-ho, Jang Tae-min, Song Hyeong-su, 전지학",https://image.tmdb.org/t/p/w500/iqvpNbgNuEnZfuuOsAIQWjdnLSZ.jpg
193,반도,2020-07-15,"33,078,694,380","3,812,954","2,575","199,267",한국,한국,(주)넥스트엔터테인먼트월드(NEW),액션,116분,7.17,연상호,581392.0,"공포, 액션, 스릴러, 모험","강동원, 이정현, 이레, 권해효, 김민재, 구교환, 김도윤, Lee Ye-won, 김규백, 장소연, 문우진, 황연희, Park Jong-beom, Joey Albright, 차시원, Pierce Conran, John D. Michaels, Milan-Devi LaBrey, 크리스토퍼 고든, 김태준, Lee Seung-jin, Han Sung-soo, Seong Hyeok, 김세동, Lee Se-rang, 김영조, 최정현, Bae Seong-min, Bella Rahim, Geoffrey Giuliano, Yoon Yeong-gyun, 소윤호, Jeon Ah-hee, Ko Dong-hyoung, Jeong Seung-uk, Nam Sang Woo, Han Hyeon-jik, Kim Woo-hyun, Park Sung-hyun, 허승, Yoon Young-kyun",https://image.tmdb.org/t/p/w500/gqRUcdZ7gBrC89PbqYWgJ0XCH7E.jpg
194,라라랜드,2016-12-07,"31,418,673,078","3,795,641",727,"116,433",미국,미국,판씨네마(주),드라마,127분,8.92,데이미언 셔젤,313369.0,"코미디, 드라마, 로맨스, 음악","라이언 고슬링, 엠마 스톤, 존 레전드, 로즈메리 디윗, J.K. 시몬스, Amiée Conn, Terry Walters, Thom Shelton, Cinda Adams, Callie Hernandez, 제시카 로테, 미즈노 소노야, Claudine Claudio, Jason Fuchs, D.A. Wallach, Trevor Lissauer, Olivia Hamilton, Anna Chazelle, Marius de Vries, Finn Wittrock, Josh Pence, Nicole Coulon, 데이먼 겁턴, Christopher Michael Stevens, Keith Harris, Kaveh Rastegar, David Douglas, Miles Anderson, Bobo Chang, 미건 페이, John Hindman, Valarie Rae Miller, Nicole Wolf, Corrin Evans, Kiff VandenHeuvel, 톰 에버렛 스콧, Hemky Madera, Zoë Hall, Dempsey Pappion, Clifton 'Fou Fou' Eddie, Cal Bennett, Nedra Wheeler, Javier Gonzalez, Khirye Tyler, Briana Lee, Shaylah J. Stevens, Natalie Imani, Camryn Ray Cavaliero, Sandra Rosko, Arthur Horowitz, Reshma Gajjar, Candice Coke, Hunter Hamilton, Damian Gomez, Amanda Balen, Lou Becker, Dominic Chaiduang, Cindera Che, Chris Moss, Marissa Labog, Tiffany Daniels, Melinda Sullivan, Stephanie Landwehr, Britt Stewart, Clarice Ordaz, Nathan Prevost, Mecca Vazie Andrews, Scott Hislop, KC Monnie, Krystal Ellsworth, Sarah Mitchell, Khasan Brailsford, Morgan Larson, Becca Sweitzer, Gakenia Muigai, Michael Stein, Mario Diaz, Julie Schmid, Samantha Abrantes, Lexie Contursi, Eartha Robinson, Sybil Azur, Tara Nicole Hughes, Kayla Kalbfleisch, Martha Nichols, Anthony Marciona, Bill Prudich, Robert Roldan, Ryan Novak, Demian Boergadine, Gustavo Vargas, Robert Haynes, Doran Butler, Matt Cady, Carol Connors, Patrick Cook, Aaron 'Deuce' Cooke, Bubba Dean Rambo, Nick Drago, Shaun Evaristo, Dana Fukagawa, Daniel Gaymon, Liz Imperio, Casey Johansen, Cris Judd, Yoori Kim, Bradley M. Rapier, Dana Wilson, Terrance Yates, Tracy Shibata, Dominique Domingo, Asiel Hardison, Corey Anderson, Nick Baga, Leah Adler, Noel Bajandas, Denzel Chisolm, Montana Efaw, Natalie Gilmore, Shannon Holtzapffel, Galen Hooks, Jeremy Hudson, George Lawrence Jr., Scott Myrick, Cassidy Noblett, Brittany Parks, Víctor Rojas, Tony Bellissimo, Ryan Ramirez, Catalina Cat Rendic, Bryan Tanaka, Ava Bernstine-Mitchell, Quinn Lipton, Monie Adamson, Matthew Aylward, McKenzie Anderson, Pamela Chu, Mallauri Esquibel, Michael Higgins, Chris Jarosz, Matthew Kazmierczak, Paul Kirkland, Megan Lawson, Michael Munday, Brandon O'Neal, Chelsea Thedinga, Danny Valle, Emily Williams, Tommy Cooley, Kristin Slaysman, Ana Flavia Gavlak, Noah James, Ottavio Taddei, Destinee Handly, Steffen Dziczek, Vince Donvito, Patty Tobin, Crystal Nichol, Kaye L. Morris, Trent Kerpsack, Holly Houk, Andrea Lareo, April Martucci, Heather Turman, Jenna Curtis, Jordan Ray Fox, Anna Lunberry, Christopher Aber, Margaret Newborn, C.J. Stussi, Cameron Brinkman, Kristin Elliott, Lynn Moore, Nilla Elizabeth Watkins, Andres Perez-Molina, Shannon Leann, Milica Govich, Frederick Keeve, Amanda Fields",https://image.tmdb.org/t/p/w500/ad9ndytwOckyShSc0A6tx1rZRkW.jpg
195,암수살인,2018-10-03,"32,998,321,048","3,789,553","1,177","126,129",한국,한국,(주)쇼박스,범죄,110분,8.58,김태균,544627.0,"범죄, 드라마","김윤석, 주지훈, 문정희, 진선규, Jung Jong-joon, 허진, 김중기, 김영웅, Jeong Gi-seop, 김미화, 이봉련, 전국환, 김종수, 배해선, Won Hyun-jun, 박진영, 주진모, 고창석, 이유준, 권소현, Jeong Taek-hyeon, 김미경, Park Sung-hyun",https://image.tmdb.org/t/p/w500/j2DhCOOfTv3xCLELreArzea9tRJ.jpg
196,데드풀 2,2018-05-16,"34,185,664,639","3,784,602","1,576","113,288",미국,미국,이십세기폭스코리아(주),액션,117분,9.09,데이빗 레이치,567604.0,"코미디, 액션, 모험","라이언 레이놀즈, 조쉬 브롤린, 모레나 바카린, Julian Dennison, 재지 비츠, T.J. 밀러, 레슬리 어검스, 카란 소니, 브리아나 힐데브란드, Jack Kesy, 에디 마산, 쿠츠나 시오리, 스테판 카피식, 랜달 리더, Nikolai Witschl, Thayr Harris, 롭 딜레이니, 루이스 탠, 빌 스카스가드, 테리 크루즈, 브래드 피트, Paul Wu, Robert Maillet, 앨런 튜딕, 맷 데이먼, Michasha Armstrong, Joe Doserro, Hayley Sales, Islie Hirvonen, Jagua Arneja, Gerry South, Mike Dopud, Luke Roessler, Andy Canete, Tanis Dolman, Eleanor Walker, Hunter Dillon, Sala Baker, Sonia Sunger, Paul Wernick, 렛 리스, Abiola Uthman, Tony Bailey, David Cook, Alex Kliner, Elaine Kliner, 데이비드 리치, Valencia Budijanto, Stefania Indelicato, Myfanwy Williams, Sam Armstrong, Alison Pickford, Paul Lazenby, Noah Beggs, Andrei Kovski, Alicia Morton, Fred Savage, 앙드레 트리코퇴, 제임스 맥어보이, 니콜라스 홀트, 에반 피터스, 타이 셰리던, 알렉산드라 쉽, 코디 스밋맥피",https://image.tmdb.org/t/p/w500/x5guXEbeUegaV3dt8nsfdZu7557.jpg
197,국가부도의 날,2018-11-28,"30,895,253,837","3,755,495","1,180","101,184",한국,한국,(주)씨제이이엔엠,드라마,114분,8.71,최국희,554137.0,"드라마, 역사","김혜수, 유아인, 허준호, 조우진, 뱅상 카셀, 김홍파, 엄효섭, 권해효, 조한철, 류덕환, 박진주, 장성범, 전배수, 염혜란, 류태호, 한지민, 이호재, 이양희, Choi Jun-young, 정규수, Joey Albright, 양말복, 김형묵, Dong Ha, 김민상, 윤병희, Baek Do-kyeom, 손민석, Seo Young-sam, Na Gyeong-cheol, 이새로미",https://image.tmdb.org/t/p/w500/rk4AuqG73R4xNcILdP0Ot7UWzO9.jpg
198,쌍화점,2008-12-30,"25,411,823,400","3,749,034",532,"72,498",한국,한국,(주)쇼박스,드라마,133분,7.28,유하,17903.0,드라마,"조인성, 주진모, 송지효, Shim Ji-ho, 서영주, 현우, 조진웅, 임주환, Yeo Wook-hwan, 송중기, 여진구, 노민우, 손종학, 정성일",https://image.tmdb.org/t/p/w500/vu9PrY7MEmDInys0w92cYCDI8XJ.jpg
199,신기전,2008-09-04,"24,326,413,000","3,728,440",585,"78,463",한국,한국,씨제이엔터테인먼트,드라마,134분,8.28,김유진,50341.0,"액션, 모험, 역사","정재영, 한다감, 허준호, 안성기, 신정근, 인교진, 이도경, 인교진, 조원희, Jung Sung-mo, 김명수, 류현경, Seo Ju seong, 오순태, Lee Seung Geun, Yang Geun-seok, Bae Geon-sik",https://image.tmdb.org/t/p/w500/71FIhikXNfH0fQ8UqV2dC0XKsNO.jpg
200,비긴 어게인,2014-08-13,"29,573,469,671","3,712,315",525,"104,087",미국,미국,판씨네마(주),드라마,104분,9.12,존 카니,198277.0,"코미디, 음악, 로맨스, 드라마","마크 러팔로, 키이라 나이틀리, 애덤 리바인, 헤일리 스타인펠드, 캐서린 키너, 제임스 코든, Yasiin Bey, Aya Cash, Maddie Corman, 카렌 피트먼, Paul Romero, Andrew Sellon, Ed Renninger, Eric Burton, Marco Assante, Mary Catherine Garrison, Jen Jacob, Rob Morrow, Jennifer Li Jackson, Ian Brodsky, Shannon Walsh, David Abeles, Ann McGowan, Ron Voz, Cee Lo Green, Kena Onyenjekwe, Harvey Morris, Terry Lewis, Colin Love, Jimmy Palumbo, Simon Delaney, Danielle Brisebois, Keen Ruffalo, Melissa Maria Gonzalez, Nicholas Daniel Gonzalez, David Pendleton, Madison Love, Joanna Mauer, Erik Detusch, Rich Mercurio, Emilie Cardinaux, Curtis Fowlkes, Emily Yarbourgh, Erin Benin, Alexis Sykes, Julia Bruskin, Stacey Maltin, Sama Fernands",https://image.tmdb.org/t/p/w500/xVXC1mDkjJ1pK9tTFgO2DGPavJj.jpg
